FUENTE: Ministerio de Agricultura, Pesca y Alimentación				
				
				
Alava				
				
	Comarca 01: Cantábrica			
	153	Llocnou de Sant Jeroni		
	168	Miramar		
	181	Oliva		
	187	Palma de Gandía		
	188	Palmera		
	195	Piles		
	198	Potríes		
	208	Rafelcofer		
	211	Real de Gandía		
	218	Rótova		
	231	Simat de la Valldigna		
	238	Tavernes de la Valldigna		
	255	Villalonga		
	143	Xeraco		
	146	Xeresa		
				
	Comarca 10: Valle de Ayora			
				
	044	Ayora		
	097	Cofrentes		
	142	Jalance		
	144	Jarafuel		
	239	Teresa de Cofrentes		
	263	Zarra		
				
	Comarca 11: Enguera y la Canal			
				
	039	Anna		
	071	Bicorp		
	073	Bolbaite		
	107	Chella		
	118	Enguera		
	121	Estubeny		
	167	Millares		
	179	Navarrés		
	206	Quesa		
				
	Comarca 12: La Costera de Játiva			
				
	020	Alcúdia de Crespins (l')		
	045	Barxeta		
	081	Canals		
	096	Cerdà		
	119	Ènova (l')		
	128	Font de la Figuera (la)		
	132	Genovés		
	137	Granja de la Costera (la)		
	154	Llanera de Ranes		
	157	Llosa de Ranes		
	151	Lugar Nuevo de Fenollet		
	160	Manuel		
	170	Mogente/Moixent		
	174	Montesa		
	180	Novelé/Novetlè		
	209	Rafelguaraf		
	217	Rotglá y Corbera		
	243	Torrella		
	251	Vallada		
	253	Vallés		
	145	Xàtiva		
				
	Comarca 13: Valles de Albaida			
				
	004	Agullent		
	042	Aielo de Malferit		
	006	Albaida		
	027	Alfarrasí		
	003	Atzeneta d'Albaida		
	043	Ayelo de Rugat		
	047	Bèlgida		
	049	Bellús		
	056	Beniatjar		
	057	Benicolet		
	062	Benigánim		
	068	Benisoda		
	069	Benisuera		
	072	Bocairent		
	075	Bufalí		
	086	Carrícola		
	090	Castelló de Rugat		
	124	Fontanars dels Alforins		
	138	Guadasequies		
	150	Llutxent		
	173	Montaverner		
	175	Montichelvo		
	183	Olleria (l')		
	184	Ontinyent		
	185	Otos		
	189	Palomar		
	196	Pinet		
	200	Pobla del Duc (la)		
	104	Quatretonda		
	210	Ráfol de Salem		
	219	Rugat		
	221	Salem		
	226	Sempere		
	240	Terrateig		
				
				
Valladolid				
				
				
	Comarca 01: Tierra de Campos			
				
	003	Aguilar de Campos		
	013	Barcial de la Loma		
	015	Becilla de Valderaduey		
	019	Berrueces		
	024	Bolaños de Campos		
	026	Bustillo de Chaves		
	028	Cabezón de Valderaduey		
	029	Cabreros del Monte		
	040	Castrobol		
	046	Castroponce		
	048	Ceinos de Campos		
	058	Cuenca de Campos		
	064	Fontihoyuelo		
	070	Gatón de Campos		
	073	Herrín de Campos		
	084	Mayorga		
	086	Medina de Rioseco		
	088	Melgar de Abajo		
	089	Melgar de Arriba		
	091	Monasterio de Vega		
	092	Montealegre de Campos		
	094	Moral de la Reina		
	096	Morales de Campos		
	109	Palazuelo de Vedija		
	125	Pozuelo de la Orden		
	128	Quintanilla del Molar		
	134	Roales de Campos		
	140	Saelices de Mayorga		
	148	San Pedro de Latarce		
	152	Santa Eufemia del Arroyo		
	153	Santervás de Campos		
	162	Tamariz de Campos		
	164	Tordehumos		
	176	Unión de Campos (La)		
	177	Urones de Castroponce		
	178	Urueña		
	181	Valdenebro de los Valles		
	183	Valdunquillo		
	185	Valverde de Campos		
	187	Vega de Ruiponce		
	196	Villabaruz de Campos		
	197	Villabrágima		
	198	Villacarralón		
	199	Villacid de Campos		
	203	Villafrades de Campos		
	205	Villafrechós		
	207	Villagarcía de Campos		
	208	Villagómez la Nueva		
	209	Villalán de Campos		
	211	Villalba de la Loma		
	214	Villalón de Campos		
	215	Villamuriel de Campos		
	219	Villanueva de la Condesa		
	220	Villanueva de los Caballeros		
	222	Villanueva de San Mancio		
	223	Villardefrades		
	227	Villavellid		
	229	Villavicencio de los Caballer		
				
	Comarca 02: Centro			
				
	001	Adalia		
	009	Amusquillo		
	010	Arroyo de la Encomienda		
	014	Barruelo del Valle		
	016	Benafarces		
	017	Bercero		
	018	Berceruelo		
	023	Boecillo		
	027	Cabezón de Pisuerga		
	034	Canillas de Esgueva		
	036	Casasola de Arión		
	039	Castrillo-Tejeriego		
	041	Castrodeza		
	042	Castromembibre		
	043	Castromonte		
	044	Castronuevo de Esgueva		
	047	Castroverde de Cerrato		
	050	Cigales		
	051	Ciguñuela		
	052	Cistérniga		
	055	Corcos		
	057	Cubillas de Santa Marta		
	060	Encinas de Esgueva		
	061	Esguevillas de Esgueva		
	062	Fombellida		
	066	Fuensaldaña		
	069	Gallegos de Hornija		
	071	Geria		
	076	Laguna de Duero		
	081	Marzales		
	083	Matilla de los Caños		
	097	Mota del Marqués		
	098	Mucientes		
	099	Mudarra (La)		
	103	Olivares de Duero		
	105	Olmos de Esgueva		
	113	Pedrosa del Rey		
	115	Peñaflor de Hornija		
	117	Piña de Esgueva		
	130	Quintanilla de Trigueros		
	133	Renedo de Esgueva		
	135	Robladillo		
	142	San Cebrián de Mazote		
	144	San Martín de Valvení		
	149	San Pelayo		
	151	San Salvador		
	155	Santovenia de Pisuerga		
	161	Simancas		
	163	Tiedra		
	169	Torre de Esgueva		
	168	Torrecilla de la Torre		
	171	Torrelobatón		
	174	Trigueros del Valle		
	175	Tudela de Duero		
	186	Valladolid		
	184	Valoria la Buena		
	188	Vega de Valdetronco		
	190	Velilla		
	191	Velliza		
	193	Viana de Cega		
	195	Villabáñez		
	200	Villaco		
	206	Villafuerte		
	210	Villalar de los Comuneros		
	212	Villalba de los Alcores		
	213	Villalbarba		
	216	Villán de Tordesillas		
	217	Villanubla		
	221	Villanueva de los Infantes		
	224	Villarmentero de Esgueva		
	225	Villasexmir		
	226	Villavaquerín		
	230	Wamba		
	231	Zaratán		
				
	Comarca 03: Sur			
				
	004	Alaejos		
	011	Ataquines		
	020	Bobadilla del Campo		
	025	Brahojos de Medina		
	031	Campillo (El)		
	035	Carpio		
	037	Castrejón de Trabancos		
	045	Castronuño		
	049	Cervillego de la Cruz		
	065	Fresno el Viejo		
	067	Fuente el Sol		
	078	Lomoviejo		
	082	Matapozuelos		
	085	Medina del Campo		
	095	Moraleja de las Panaderas		
	100	Muriel		
	101	Nava del Rey		
	102	Nueva Villa de las Torres		
	121	Pollos		
	123	Pozal de Gallinas		
	124	Pozaldez		
	138	Rubí de Bracamonte		
	139	Rueda		
	141	Salvador de Zapardiel		
	146	San Miguel del Pino		
	147	San Pablo de la Moraleja		
	150	San Román de Hornija		
	156	San Vicente del Palacio		
	158	Seca (La)		
	159	Serrada		
	160	Siete Iglesias de Trabancos		
	165	Tordesillas		
	166	Torrecilla de la Abadesa		
	167	Torrecilla de la Orden		
	182	Valdestillas		
	189	Velascálvaro		
	192	Ventosa de la Cuesta		
	204	Villafranca de Duero		
	218	Villanueva de Duero		
	228	Villaverde de Medina		
				
	Comarca 04: Sureste			
				
	002	Aguasal		
	005	Alcazarén		
	006	Aldea de San Miguel		
	007	Aldeamayor de San Martín		
	008	Almenara de Adaja		
	012	Bahabón		
	021	Bocigas		
	022	Bocos de Duero		
	030	Campaspero		
	032	Camporredondo		
	033	Canalejas de Peñafiel		
	038	Castrillo de Duero		
	053	Cogeces de Íscar		
	054	Cogeces del Monte		
	056	Corrales de Duero		
	059	Curiel de Duero		
	063	Fompedraza		
	068	Fuente-Olmedo		
	074	Hornillos de Eresma		
	075	Íscar		
	077	Langayo		
	079	Llano de Olmedo		
	080	Manzanillo		
	087	Megeces		
	090	Mojados		
	093	Montemayor de Pililla		
	104	Olmedo		
	106	Olmos de Peñafiel		
	110	Parrilla (La)		
	111	Pedraja de Portillo (La)		
	112	Pedrajas de San Esteban		
	114	Peñafiel		
	116	Pesquera de Duero		
	118	Piñel de Abajo		
	119	Piñel de Arriba		
	122	Portillo		
	126	Puras		
	127	Quintanilla de Arriba		
	129	Quintanilla de Onésimo		
	131	Rábano		
	132	Ramiro		
	137	Roturas		
	143	San Llorente		
	145	San Miguel del Arroyo		
	154	Santibáñez de Valcorba		
	157	Sardón de Duero		
	170	Torre de Peñafiel		
	172	Torrescárcela		
	173	Traspinedo		
	179	Valbuena de Duero		
	180	Valdearcos de la Vega		
	194	Viloria		
	232	Zarza (La)		
				
				
Vizcaya				
				
				
	Comarca 01: Vizcaya			
				
	001	Abadiño		
	002	Abanto y Ciérvana/Abanto Zier		
	911	Ajangiz		
	912	Alonsotegi		
	003	Amorebieta-Etxano		
	004	Amoroto		
	005	Arakaldo		
	006	Arantzazu		
	008	Arcentales		
	093	Areatza		
	009	Arrankudiaga		
	914	Arratzu		
	010	Arrieta		
	011	Arrigorriaga		
	023	Artea		
	091	Atxondo		
	070	Aulesti		
	012	Bakio		
	090	Balmaseda		
	013	Barakaldo		
	014	Barrika		
	015	Basauri		
	092	Bedia		
	016	Berango		
	017	Bermeo		
	018	Berriatua		
	019	Berriz		
	020	Bilbao		
	021	Busturia		
	022	Carranza		
	901	Derio		
	026	Dima		
	027	Durango		
	028	Ea		
	031	Elantxobe		
	032	Elorrio		
	902	Erandio		
	033	Ereño		
	034	Ermua		
	079	Errigoiti		
	029	Etxebarri, Anteiglesia de San		
	030	Etxebarria		
	906	Forua		
	035	Fruiz		
	036	Galdakao		
	037	Galdames		
	038	Gamiz-Fika		
	039	Garay		
	040	Gatika		
	041	Gautegiz Arteaga		
	046	Gernika-Lumo		
	044	Getxo		
	042	Gordexola		
	043	Gorliz		
	045	Güeñes		
	047	Guizaburuaga		
	048	Ibarrangelu		
	094	Igorre		
	049	Ispaster		
	910	Iurreta		
	050	Izurtza		
	907	Kortezubi		
	051	Lanestosa		
	052	Larrabetzu		
	053	Laukiz		
	054	Leioa		
	057	Lekeitio		
	055	Lemoa		
	056	Lemoiz		
	081	Lezama		
	903	Loiu		
	058	Mallabia		
	059	Mañaria		
	060	Markina-Xemein		
	061	Maruri-Jatabe		
	062	Mendata		
	063	Mendexa		
	064	Meñaka		
	066	Morga		
	068	Mundaka		
	069	Mungia		
	007	Munitibar-Arbatzegi Gerrikait		
	908	Murueta		
	071	Muskiz		
	067	Muxika		
	909	Nabarniz		
	073	Ondarroa		
	074	Orduña		
	075	Orozko		
	083	Ortuella		
	072	Otxandio		
	077	Plentzia		
	078	Portugalete		
	082	Santurtzi		
	084	Sestao		
	904	Sondika		
	085	Sopelana		
	086	Sopuerta		
	076	Sukarrieta		
	087	Trucios-Turtzioz		
	088	Ubudea/Ubide		
	065	Ugao-Miraballes		
	089	Urduliz		
	080	Valle de Trápaga-Trapagaran		
	095	Zaldibar		
	096	Zalla		
	905	Zamudio		
	097	Zaratamo		
	024	Zeanuri		
	025	Zeberio		
	913	Zierbena		
				
				
Zamora				
				
				
	Comarca 01: Sanabria			
				
	017	Asturianos		
	048	Cernadilla		
	050	Cobreros		
	062	Espadañedo		
	067	Ferreras de Arriba		
	085	Galende		
	094	Hermisende		
	097	Justel		
	100	Lubián		
	110	Manzanal de Arriba		
	112	Manzanal de los Infantes		
	120	Molezuelas de la Carballeda		
	121	Mombuey		
	134	Muelas de los Caballeros		
	139	Otero de Bodas		
	143	Palacios de Sanabria		
	145	Pedralba de la Pradería		
	150	Peque		
	154	Pías		
	162	Porto		
	166	Puebla de Sanabria		
	174	Requejo		
	177	Rionegro del Puente		
	179	Robleda-Cervantes		
	181	Rosinos de la Requejada		
	189	San Justo		
	224	Trefacio		
	262	Villardeciervos		
				
	Comarca 02: Benavente y los Valles			
				
	004	Alcubilla de Nogales		
	011	Arcos de la Polvorosa		
	015	Arrabalde		
	018	Ayoó de Vidriales		
	019	Barcial del Barco		
	021	Benavente		
	025	Bretó		
	026	Bretocino		
	027	Brime de Sog		
	028	Brime de Urz		
	029	Burganes de Valverde		
	032	Calzadilla de Tera		
	033	Camarzana de Tera		
	041	Castrogonzalo		
	052	Coomonte		
	057	Cubo de Benavente		
	075	Fresno de la Polvorosa		
	078	Friera de Valverde		
	079	Fuente Encalada		
	082	Fuentes de Ropel		
	091	Granja de Moreruela		
	092	Granucillo		
	105	Maire de Castroponce		
	109	Manganeses de la Polvorosa		
	113	Matilla de Arzón		
	116	Melgar de Tera		
	117	Micereces de Tera		
	118	Milles de la Polvorosa		
	128	Morales de Rey		
	130	Morales de Valverde		
	137	Navianos de Valverde		
	159	Pobladura del Valle		
	167	Pueblica de Valverde		
	170	Quintanilla de Urz		
	171	Quiruelas de Vidriales		
	187	San Cristóbal de Entreviñas		
	192	San Miguel del Valle		
	193	San Pedro de Ceque		
	199	Santa Colomba de las Monjas		
	200	Santa Cristina de la Polvoros		
	201	Santa Croya de Tera		
	203	Santa María de la Vega		
	204	Santa María de Valverde		
	205	Santibáñez de Tera		
	206	Santibáñez de Vidriales		
	207	Santovenia		
	220	Torre del Valle (La)		
	225	Uña de Quintana		
	229	Valdescorriel		
	231	Vega de Tera		
	238	Villabrázaro		
	243	Villaferrueña		
	244	Villageriz		
	256	Villanázar		
	257	Villanueva de Azoague		
	259	Villanueva de las Peras		
	272	Villaveza de Valverde		
	271	Villaveza del Agua		
				
	Comarca 03: Aliste			
				
	003	Alcañices		
	036	Carbajales de Alba		
	063	Faramontanos de Tábara		
	066	Ferreras de Abajo		
	068	Ferreruela		
	069	Figueruela de Arriba		
	071	Fonfría		
	087	Gallegos del Río		
	098	Losacino		
	099	Losacio		
	104	Mahide		
	111	Manzanal del Barco		
	133	Moreruela de Tábara		
	138	Olmillos de Castro		
	153	Perilla de Castro		
	157	Pino		
	164	Pozuelo de Tábara		
	172	Rabanales		
	173	Rábano de Aliste		
	176	Riofrío de Aliste		
	184	Samir de los Caños		
	208	San Vicente de la Cabeza		
	209	San Vitero		
	202	Santa Eufemia del Barco		
	214	Tábara		
	223	Trabazos		
	233	Vegalatrave		
	237	Videmala		
	247	Villalcampo		
	273	Viñas		
				
	Comarca 04: Campos-Pan			
				
	002	Abezames		
	006	Algodre		
	007	Almaraz de Duero		
	009	Andavías		
	014	Arquillinos		
	016	Aspariegos		
	020	Belver de los Montes		
	022	Benegiles		
	030	Bustillo del Oro		
	035	Cañizo		
	042	Castronuevo		
	043	Castroverde de Campos		
	046	Cerecinos de Campos		
	047	Cerecinos del Carrizal		
	053	Coreses		
	055	Cotanes		
	056	Cubillos		
	076	Fresno de la Ribera		
	083	Fuentesecas		
	086	Gallegos del Pan		
	095	Hiniesta (La)		
	107	Malva		
	108	Manganeses de la Lampreana		
	114	Matilla la Seca		
	119	Molacillos		
	122	Monfarracinos		
	123	Montamarta		
	132	Moreruela de los Infanzones		
	135	Muelas del Pan		
	141	Pajares de la Lampreana		
	142	Palacios del Pan		
	155	Piedrahita de Castro		
	156	Pinilla de Toro		
	160	Pobladura de Valderaduey		
	163	Pozoantiguo		
	165	Prado		
	168	Quintanilla del Monte		
	169	Quintanilla del Olmo		
	175	Revellinos		
	178	Roales		
	185	San Agustín del Pozo		
	186	San Cebrián de Castro		
	188	San Esteban del Molar		
	190	San Martín de Valderaduey		
	194	San Pedro de la Nave-Almendra		
	216	Tapioles		
	222	Torres del Carrizal		
	227	Valcabado		
	232	Vega de Villalobos		
	235	Vezdemarbán		
	236	Vidayanes		
	242	Villafáfila		
	246	Villalba de la Lampreana		
	248	Villalobos		
	249	Villalonso		
	250	Villalpando		
	251	Villalube		
	252	Villamayor de Campos		
	260	Villanueva del Campo		
	263	Villar de Fallaves		
	266	Villárdiga		
	267	Villardondiego		
	268	Villarrín de Campos		
	269	Villaseco del Pan		
	270	Villavendimio		
	275	Zamora		
				
	Comarca 05: Sayago			
				
	005	Alfaraz de Sayago		
	008	Almeida de Sayago		
	012	Argañín		
	023	Bermillo de Sayago		
	031	Cabañas de Sayago		
	037	Carbellino		
	064	Fariza		
	065	Fermoselle		
	077	Fresno de Sayago		
	088	Gamones		
	101	Luelmo		
	115	Mayalde		
	124	Moral de Sayago		
	126	Moraleja de Sayago		
	131	Moralina		
	136	Muga de Sayago		
	149	Peñausende		
	152	Pereruela		
	180	Roelos de Sayago		
	183	Salce		
	221	Torregamones		
	240	Villadepera		
	264	Villar del Buey		
	265	Villardiegua de la Ribera		
				
	Comarca 06: Duero Bajo			
				
	010	Arcenillas		
	013	Argujillo		
	024	Bóveda de Toro (La)		
	034	Cañizal		
	038	Casaseca de Campeán		
	039	Casaseca de las Chanas		
	040	Castrillo de la Guareña		
	044	Cazurra		
	054	Corrales		
	058	Cubo de Tierra del Vino (El)		
	059	Cuelgamures		
	061	Entrala		
	080	Fuentelapeña		
	081	Fuentesaúco		
	084	Fuentespreadas		
	090	Gema		
	093	Guarrate		
	096	Jambrina		
	102	Maderal (El)		
	103	Madridanos		
	125	Moraleja del Vino		
	129	Morales de Toro		
	127	Morales del Vino		
	146	Pego (El)		
	147	Peleagonzalo		
	148	Peleas de Abajo		
	151	Perdigón (El)		
	158	Piñero (El)		
	191	San Miguel de la Ribera		
	197	Santa Clara de Avedillo		
	210	Sanzoles		
	219	Toro		
	226	Vadillo de la Guareña		
	228	Valdefinjas		
	230	Vallesa de la Guareña		
	234	Venialbo		
	239	Villabuena del Puente		
	241	Villaescusa		
	245	Villalazán		
	255	Villamor de los Escuderos		
	258	Villanueva de Campeán		
	261	Villaralbo		
				
				
Zaragoza				
				
				
	Comarca 01: Ejea de los Caballeros			
				
	033	Ardisa		
	035	Artieda		
	036	Asín		
	041	Bagüés		
	901	Biel-Fuencalderas		
	051	Biota		
	077	Castejón de Valdejasa		
	078	Castiliscar		
	095	Ejea de los Caballeros		
	100	Erla		
	109	Frago (El)		
	128	Isuerre		
	135	Layana		
	142	Lobera de Onsella		
	144	Longás		
	148	Luesia		
	151	Luna		
	902	Marracos		
	168	Mianos		
	185	Murillo de Gállego		
	186	Navardún		
	197	Orés		
	205	Pedrosas (Las)		
	207	Piedratajada		
	210	Pintanos (Los)		
	217	Pradilla de Ebro		
	220	Puendeluna		
	230	Sádaba		
	232	Salvatierra de Esca		
	238	Santa Eulalia de Gállego		
	244	Sierra de Luna		
	245	Sigüés		
	248	Sos del Rey Católico		
	252	Tauste		
	267	Uncastillo		
	268	Undués de Lerda		
	270	Urriés		
	276	Valpalmas		
				
	Comarca 02: Borja			
				
	003	Agón		
	006	Ainzón		
	010	Alberite de San Juan		
	011	Albeta		
	014	Alcalá de Moncayo		
	027	Ambel		
	030	Añón de Moncayo		
	052	Bisimbre		
	055	Borja		
	060	Bulbuente		
	061	Bureta		
	063	Buste (El)		
	106	Fayos (Los)		
	111	Fréscano		
	113	Fuendejalón		
	118	Gallur		
	122	Grisel		
	140	Litago		
	141	Lituénigo		
	153	Magallón		
	156	Maleján		
	160	Mallén		
	157	Malón		
	190	Novallas		
	191	Novillas		
	216	Pozuelo de Aragón		
	234	San Martín de la Virgen de Mo		
	237	Santa Cruz de Moncayo		
	249	Tabuenca		
	250	Talamantes		
	251	Tarazona		
	261	Torrellas		
	265	Trasmoz		
	280	Vera de Moncayo		
	281	Vierlas		
				
	Comarca 03: Calatayud			
				
	009	Alarba		
	015	Alconchel de Ariza		
	020	Alhama de Aragón		
	029	Aniñón		
	031	Aranda de Moncayo		
	034	Ariza		
	038	Ateca		
	046	Belmonte de Gracián		
	047	Berdejo		
	050	Bijuesca		
	054	Bordalba		
	057	Brea de Aragón		
	058	Bubierca		
	065	Cabolafuente		
	067	Calatayud		
	070	Calmarza		
	071	Campillo de Aragón		
	072	Carenas		
	075	Castejón de Alarba		
	076	Castejón de las Armas		
	079	Cervera de la Cañada		
	081	Cetina		
	082	Cimballa		
	084	Clarés de Ribota		
	087	Contamina		
	096	Embid de Ariza		
	110	Frasno (El)		
	116	Fuentes de Jiloca		
	120	Godojos		
	121	Gotor		
	125	Ibdes		
	126	Illueca		
	129	Jaraba		
	130	Jarque		
	155	Malanquilla		
	159	Maluenda		
	162	Mara		
	169	Miedes de Aragón		
	172	Monreal de Ariza		
	173	Monterde		
	174	Montón		
	176	Morata de Jiloca		
	177	Morés		
	178	Moros		
	183	Munébrega		
	192	Nuévalos		
	194	Olvés		
	196	Orera		
	198	Oseja		
	201	Paracuellos de Jiloca		
	202	Paracuellos de la Ribera		
	214	Pomer		
	215	Pozuel de Ariza		
	229	Ruesca		
	241	Sabiñán		
	242	Sediles		
	243	Sestrica		
	246	Sisamón		
	253	Terrer		
	257	Torralba de Ribota		
	259	Torrehermosa		
	260	Torrelapaja		
	263	Torrijo de la Cañada		
	277	Valtorres		
	279	Velilla de Jiloca		
	286	Villalba de Perejil		
	287	Villalengua		
	293	Villarroya de la Sierra		
	282	Vilueña (La)		
				
	Comarca 04: La Almunia de Doña Godina			
				
	004	Aguarón		
	005	Aguilón		
	018	Alfamén		
	024	Almonacid de la Sierra		
	025	Almunia de Doña Godina (La)		
	026	Alpartir		
	032	Arándiga		
	068	Calatorao		
	069	Calcena		
	073	Cariñena		
	093	Chodes		
	086	Codos		
	088	Cosuenda		
	098	Encinacorba		
	099	Épila		
	143	Longares		
	146	Lucena de Jalón		
	150	Lumpiaque		
	166	Mesones de Isuela		
	167	Mezalocha		
	175	Morata de Jalón		
	181	Muel		
	187	Nigüella		
	200	Paniza		
	211	Plasencia de Jalón		
	221	Purujosa		
	225	Ricla		
	228	Rueda de Jalón		
	231	Salillas de Jalón		
	236	Santa Cruz de Grío		
	254	Tierga		
	255	Tobed		
	264	Tosos		
	266	Trasobares		
	269	Urrea de Jalón		
	290	Villanueva de Huerva		
				
	Comarca 05: Zaragoza			
				
	008	Alagón		
	013	Alcalá de Ebro		
	017	Alfajarín		
	021	Almochuel		
	023	Almonacid de la Cuba		
	039	Azuara		
	043	Bárboles		
	044	Bardallur		
	045	Belchite		
	053	Boquiñeni		
